File_ID,error_source,error_relpath,overt_past_finite_verbs,bare_past_error_tokens,past_verb_opportunities,past_overgeneralization_errors,past_overgeneralization_errors_per_past_opp
pair_sli413_td439_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,56,0,56,0,0.0
pair_sli413_td439_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,55,0,55,0,0.0
pair_sli413_td439_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,52,0,52,0,0.0
pair_sli413_td439_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,42,0,42,0,0.0
pair_sli413_td439_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,42,0,42,0,0.0
pair_sli413_td439_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,60,0,60,0,0.0
pair_sli413_td439_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,64,0,64,0,0.0
pair_sli413_td439_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,37,0,37,0,0.0
pair_sli413_td439_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,60,0,60,1,0.016666666666666666
pair_sli413_td439_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,42,0,42,0,0.0
pair_sli427_td406_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,19,0,19,0,0.0
pair_sli427_td406_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,35,0,35,0,0.0
pair_sli427_td406_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,43,0,43,0,0.0
pair_sli427_td406_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep04_TD_bundle.cha,43,0,43,0,0.0
pair_sli427_td406_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep05_TD_bundle.cha,32,0,32,1,0.03125
pair_sli427_td406_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep06_TD_bundle.cha,48,0,48,0,0.0
pair_sli427_td406_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep07_TD_bundle.cha,22,1,23,0,0.0
pair_sli427_td406_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep08_TD_bundle.cha,51,0,51,0,0.0
pair_sli427_td406_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep09_TD_bundle.cha,35,0,35,0,0.0
pair_sli427_td406_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep10_TD_bundle.cha,39,0,39,0,0.0
pair_sli444_td410_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep01_TD_bundle.cha,0,0,0,0,0.0
pair_sli444_td410_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep02_TD_bundle.cha,21,0,21,0,0.0
pair_sli444_td410_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep03_TD_bundle.cha,30,2,32,0,0.0
pair_sli444_td410_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep04_TD_bundle.cha,13,0,13,0,0.0
pair_sli444_td410_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep05_TD_bundle.cha,23,1,24,0,0.0
pair_sli444_td410_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep06_TD_bundle.cha,21,1,22,0,0.0
pair_sli444_td410_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep07_TD_bundle.cha,24,0,24,0,0.0
pair_sli444_td410_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep08_TD_bundle.cha,8,0,8,0,0.0
pair_sli444_td410_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep09_TD_bundle.cha,13,2,15,0,0.0
pair_sli444_td410_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep10_TD_bundle.cha,4,0,4,0,0.0
pair_sli474_td459_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep01_TD_bundle.cha,59,1,60,0,0.0
pair_sli474_td459_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep02_TD_bundle.cha,47,0,47,0,0.0
pair_sli474_td459_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep03_TD_bundle.cha,59,1,60,0,0.0
pair_sli474_td459_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep04_TD_bundle.cha,55,0,55,0,0.0
pair_sli474_td459_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep05_TD_bundle.cha,52,1,53,0,0.0
pair_sli474_td459_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep06_TD_bundle.cha,55,1,56,0,0.0
pair_sli474_td459_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep07_TD_bundle.cha,50,0,50,0,0.0
pair_sli474_td459_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep08_TD_bundle.cha,37,1,38,0,0.0
pair_sli474_td459_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep09_TD_bundle.cha,66,0,66,0,0.0
pair_sli474_td459_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep10_TD_bundle.cha,51,0,51,0,0.0
pair_sli475_td417_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep01_TD_bundle.cha,45,0,45,0,0.0
pair_sli475_td417_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep02_TD_bundle.cha,51,0,51,0,0.0
pair_sli475_td417_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep03_TD_bundle.cha,44,1,45,0,0.0
pair_sli475_td417_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep04_TD_bundle.cha,35,0,35,0,0.0
pair_sli475_td417_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep05_TD_bundle.cha,49,0,49,0,0.0
pair_sli475_td417_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep06_TD_bundle.cha,36,0,36,0,0.0
pair_sli475_td417_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep07_TD_bundle.cha,51,0,51,0,0.0
pair_sli475_td417_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep08_TD_bundle.cha,68,0,68,0,0.0
pair_sli475_td417_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep09_TD_bundle.cha,51,0,51,0,0.0
pair_sli475_td417_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep10_TD_bundle.cha,59,0,59,0,0.0
pair_sli476_td460_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep01_TD_bundle.cha,10,0,10,0,0.0
pair_sli476_td460_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep02_TD_bundle.cha,7,0,7,0,0.0
pair_sli476_td460_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep03_TD_bundle.cha,10,0,10,0,0.0
pair_sli476_td460_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep04_TD_bundle.cha,19,0,19,0,0.0
pair_sli476_td460_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep05_TD_bundle.cha,17,0,17,0,0.0
pair_sli476_td460_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep06_TD_bundle.cha,36,0,36,0,0.0
pair_sli476_td460_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep07_TD_bundle.cha,21,0,21,0,0.0
pair_sli476_td460_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep08_TD_bundle.cha,8,0,8,0,0.0
pair_sli476_td460_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep09_TD_bundle.cha,7,0,7,0,0.0
pair_sli476_td460_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep10_TD_bundle.cha,6,0,6,0,0.0
pair_sli477_td415_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep01_TD_bundle.cha,10,0,10,0,0.0
pair_sli477_td415_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep02_TD_bundle.cha,25,0,25,0,0.0
pair_sli477_td415_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep03_TD_bundle.cha,1,0,1,0,0.0
pair_sli477_td415_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep04_TD_bundle.cha,6,1,7,0,0.0
pair_sli477_td415_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep05_TD_bundle.cha,13,0,13,0,0.0
pair_sli477_td415_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep06_TD_bundle.cha,19,0,19,0,0.0
pair_sli477_td415_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep07_TD_bundle.cha,2,0,2,0,0.0
pair_sli477_td415_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep08_TD_bundle.cha,12,0,12,0,0.0
pair_sli477_td415_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep09_TD_bundle.cha,2,0,2,0,0.0
pair_sli477_td415_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep10_TD_bundle.cha,1,0,1,0,0.0
pair_sli478_td419_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep01_TD_bundle.cha,24,0,24,0,0.0
pair_sli478_td419_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep02_TD_bundle.cha,35,0,35,0,0.0
pair_sli478_td419_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep03_TD_bundle.cha,50,0,50,0,0.0
